time,logger,level,message,exception
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:41:03.9133,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:41:03.9553,Raven.Database.Server.HttpServer,Debug,Request #  19: GET     -    40 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:41:03.9573,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 1 ms
	Index: Temp/UserModels
	Results: 11 returned out of 11 total.
",
2012-07-03 10:42:30.8823,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-07-03 10:42:30.8823,Raven.Database.Server.HttpServer,Debug,Request #  20: GET     -     0 ms - SomeDB     - 404 - /docs/Raven/Replication/Destinations,
2012-07-03 10:42:31.0203,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Databases/SomeDB' was found,
2012-07-03 10:42:31.0203,Raven.Database.Server.HttpServer,Debug,Request #  21: GET     -     3 ms - <default>  - 200 - /docs/Raven/Databases/SomeDB,
2012-07-03 10:42:34.9119,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/UserModels' was found,
2012-07-03 10:42:34.9119,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/ServerPrefixForHilo' was not found,
2012-07-03 10:42:34.9119,Raven.Database.Server.HttpServer,Debug,Request #  22: GET     -     0 ms - SomeDB     - 200 - /queries/?&id=Raven/Hilo/UserModels&id=Raven/ServerPrefixForHilo,
2012-07-03 10:42:34.9489,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/UserModels', update: True, ",
2012-07-03 10:42:34.9489,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 13 because: PUT Raven/Hilo/UserModels,
2012-07-03 10:42:34.9489,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/UserModels with etag 00000000-0000-0500-0000-000000000007,
2012-07-03 10:42:34.9489,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0500-0000-000000000006,
2012-07-03 10:42:34.9489,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/UserModels,
2012-07-03 10:42:34.9489,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2012-07-03 10:42:34.9489,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Temp/UserModels, no indexing will be performed, updating to 00000000-0000-0500-0000-000000000007, 03/07/2012 5:42:34 PM",
2012-07-03 10:42:34.9489,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:42:34.9489,Raven.Database.Server.HttpServer,Debug,Request #  23: PUT     -     3 ms - SomeDB     - 201 - /docs/Raven/Hilo/UserModels,
2012-07-03 10:42:34.9489,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 14 because: WORK BY IndexingExecuter,
2012-07-03 10:42:34.9529,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 14, for: IndexingExecuter, will wait for additional work",
2012-07-03 10:42:34.9529,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 14, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:42:35.0219,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'UserModels/225', update: False, ",
2012-07-03 10:42:35.0219,Raven.Database.DocumentDatabase,Debug,Put document UserModels/225 with etag 00000000-0000-0500-0000-000000000008,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 15 because: PUT UserModels/225,
2012-07-03 10:42:35.0219,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0038603,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0500-0000-000000000007,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 15, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:42:35.0219,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-07-03 10:42:35.0219,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/UserModels, LastIndexedEtag: 00000000-0000-0500-0000-000000000007",
2012-07-03 10:42:35.0219,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/UserModels. (UserModels/225),
2012-07-03 10:42:35.0219,Raven.Database.Server.HttpServer,Debug,Request #  24: POST    -     7 ms - SomeDB     - 200 - /bulk_docs,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on UserModels/225 result in index Temp/UserModels gave document: 	__document_id IS: usermodels/225
",
2012-07-03 10:42:35.0219,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/UserModels,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 16 because: WORK BY IndexingExecuter,
2012-07-03 10:42:35.0219,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 16, for: IndexingExecuter, will wait for additional work",
2012-07-03 10:42:35.0219,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 16, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:42:35.0219,Raven.Database.Server.HttpServer,Debug,"	PUT UserModels/225
",
2012-07-03 10:42:35.0879,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:42:35.0879,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:42:35.1129,Raven.Database.Server.HttpServer,Debug,Request #  25: GET     -    36 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:42:35.1259,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 1 ms
	Index: Temp/UserModels
	Results: 12 returned out of 12 total.
",
2012-07-03 10:43:17.1254,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'UserModels/226', update: False, ",
2012-07-03 10:43:17.1254,Raven.Database.DocumentDatabase,Debug,Put document UserModels/226 with etag 00000000-0000-0500-0000-000000000009,
2012-07-03 10:43:17.1294,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 17 because: PUT UserModels/226,
2012-07-03 10:43:17.1294,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0037042,
2012-07-03 10:43:17.1294,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 17, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0500-0000-000000000008,
2012-07-03 10:43:17.1294,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/UserModels, LastIndexedEtag: 00000000-0000-0500-0000-000000000008",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/UserModels. (UserModels/226),
2012-07-03 10:43:17.1294,Raven.Database.Server.HttpServer,Debug,Request #  26: POST    -     5 ms - SomeDB     - 200 - /bulk_docs,
2012-07-03 10:43:17.1294,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on UserModels/226 result in index Temp/UserModels gave document: 	__document_id IS: usermodels/226
",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/UserModels,
2012-07-03 10:43:17.1294,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 18 because: WORK BY IndexingExecuter,
2012-07-03 10:43:17.1294,Raven.Database.Server.HttpServer,Debug,"	PUT UserModels/226
",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 18, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 18, for: IndexingExecuter, will wait for additional work",
2012-07-03 10:43:17.1294,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:43:17.1294,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:43:17.1454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:43:17.1454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:43:17.1454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:43:17.1454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/226' was found,
2012-07-03 10:43:17.1794,Raven.Database.Server.HttpServer,Debug,Request #  27: GET     -    36 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:17.1794,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 2 ms
	Index: Temp/UserModels
	Results: 13 returned out of 13 total.
",
2012-07-03 10:43:19.9531,Raven.Database.Server.HttpServer,Debug,Request #  28: GET     -     0 ms - SomeDB     - 304 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:19.9531,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 0 ms
",
2012-07-03 10:43:20.9080,Raven.Database.Server.HttpServer,Debug,Request #  29: GET     -     0 ms - SomeDB     - 304 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:20.9080,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 0 ms
",
2012-07-03 10:43:34.7166,Raven.Database.Server.HttpServer,Debug,Request #  30: GET     -     0 ms - SomeDB     - 304 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:34.7166,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 0 ms
",
2012-07-03 10:43:50.2667,Raven.Database.Server.HttpServer,Debug,Request #  31: GET     -     0 ms - SomeDB     - 304 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:50.2667,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 0 ms
",
2012-07-03 10:43:51.5106,Raven.Database.Server.HttpServer,Debug,Request #  32: GET     -     0 ms - SomeDB     - 304 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:43:51.5106,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 0 ms
",
2012-07-03 10:44:00.4877,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'UserModels/227', update: False, ",
2012-07-03 10:44:00.4877,Raven.Database.DocumentDatabase,Debug,Put document UserModels/227 with etag 00000000-0000-0500-0000-00000000000a,
2012-07-03 10:44:00.4877,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 19 because: PUT UserModels/227,
2012-07-03 10:44:00.4877,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0061282,
2012-07-03 10:44:00.4877,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 19, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:44:00.4877,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0500-0000-000000000009,
2012-07-03 10:44:00.4877,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-07-03 10:44:00.4877,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/UserModels, LastIndexedEtag: 00000000-0000-0500-0000-000000000009",
2012-07-03 10:44:00.4907,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/UserModels. (UserModels/227),
2012-07-03 10:44:00.4907,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on UserModels/227 result in index Temp/UserModels gave document: 	__document_id IS: usermodels/227
",
2012-07-03 10:44:00.4877,Raven.Database.Server.HttpServer,Debug,Request #  33: POST    -     8 ms - SomeDB     - 200 - /bulk_docs,
2012-07-03 10:44:00.4907,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/UserModels,
2012-07-03 10:44:00.4907,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 20 because: WORK BY IndexingExecuter,
2012-07-03 10:44:00.4907,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 20, for: ReducingExecuter, will wait for additional work",
2012-07-03 10:44:00.4907,Raven.Database.Server.HttpServer,Debug,"	PUT UserModels/227
",
2012-07-03 10:44:00.4907,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 20, for: IndexingExecuter, will wait for additional work",
2012-07-03 10:44:00.4907,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/226' was found,
2012-07-03 10:44:00.4907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/227' was found,
2012-07-03 10:44:00.5267,Raven.Database.Server.HttpServer,Debug,Request #  34: GET     -    37 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:44:00.5377,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 2 ms
	Index: Temp/UserModels
	Results: 14 returned out of 14 total.
",
2012-07-03 10:49:25.2355,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-07-03 10:49:25.2355,Raven.Database.Server.HttpServer,Debug,Request #  35: GET     -     0 ms - SomeDB     - 404 - /docs/Raven/Replication/Destinations,
2012-07-03 10:49:25.3247,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Databases/SomeDB' was found,
2012-07-03 10:49:25.3247,Raven.Database.Server.HttpServer,Debug,Request #  36: GET     -     0 ms - <default>  - 200 - /docs/Raven/Databases/SomeDB,
2012-07-03 10:49:26.4957,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:49:26.4957,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:49:26.4957,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:49:26.4957,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:49:26.4957,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:49:26.4957,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:49:26.4977,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:49:26.4977,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:49:26.5167,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/226' was found,
2012-07-03 10:49:26.6797,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/227' was found,
2012-07-03 10:49:26.7277,Raven.Database.Server.HttpServer,Debug,Request #  37: GET     -   233 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:49:26.7277,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 192 ms
	Index: Temp/UserModels
	Results: 14 returned out of 14 total.
",
2012-07-03 10:49:30.1657,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-07-03 10:49:30.1657,Raven.Database.Server.HttpServer,Debug,Request #  38: GET     -     0 ms - SomeDB     - 404 - /docs/Raven/Replication/Destinations,
2012-07-03 10:49:30.3117,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Databases/SomeDB' was found,
2012-07-03 10:49:30.3117,Raven.Database.Server.HttpServer,Debug,Request #  39: GET     -     3 ms - <default>  - 200 - /docs/Raven/Databases/SomeDB,
2012-07-03 10:49:31.7347,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/226' was found,
2012-07-03 10:49:31.7347,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/227' was found,
2012-07-03 10:49:31.7737,Raven.Database.Server.HttpServer,Debug,Request #  40: GET     -    40 ms - SomeDB     - 200 - /indexes/dynamic/UserModels?query=&start=0&pageSize=128&aggregation=None,
2012-07-03 10:49:31.7737,Raven.Database.Server.HttpServer,Debug,"	Query: 
	Time: 1 ms
	Index: Temp/UserModels
	Results: 14 returned out of 14 total.
",
2012-07-03 10:51:26.0672,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-07-03 10:51:26.0672,Raven.Database.Server.HttpServer,Debug,Request #  41: GET     -     0 ms - SomeDB     - 404 - /docs/Raven/Replication/Destinations,
2012-07-03 10:51:26.1392,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Databases/SomeDB' was found,
2012-07-03 10:51:26.1392,Raven.Database.Server.HttpServer,Debug,Request #  42: GET     -     4 ms - <default>  - 200 - /docs/Raven/Databases/SomeDB,
2012-07-03 10:51:27.6412,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserModels for all documents,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/1' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/2' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/3' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/33' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/34' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/65' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/66' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/97' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/129' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/161' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/193' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/225' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/226' was found,
2012-07-03 10:51:27.6412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'usermodels/227' was found,
